"","HZ","date","expert","expert.date","p_cm_val","p_cm"
"354","MUSIENENE","16-01-2020",2,"expert 2 16-01-2020",0,">=10"
"355","MUSIENENE","16-01-2020",12,"expert 12 16-01-2020",0.05,">=10"
"356","MUSIENENE","17-01-2020",1,"expert 1 17-01-2020",0,">=10"
"357","MUSIENENE","17-01-2020",4,"expert 4 17-01-2020",0.25,">=10"
"358","MUSIENENE","17-01-2020",5,"expert 5 17-01-2020",0,">=10"
"359","MUSIENENE","21-01-2020",8,"expert 8 21-01-2020",0.05,">=10"
"360","MUSIENENE","22-01-2020",9,"expert 9 22-01-2020",0,">=10"
"361","MUSIENENE","22-01-2020",11,"expert 11 22-01-2020",0,">=10"
"362","MUSIENENE","24-01-2020",13,"expert 13 24-01-2020",0,">=10"
"363","MUSIENENE","28-01-2020",14,"expert 14 28-01-2020",0,">=10"
"364","BENI","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"365","BENI","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"366","BENI","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"367","BENI","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"368","BENI","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"369","BENI","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"370","BENI","21-01-2020",8,"expert 8 21-01-2020",0.05,">=20"
"371","BENI","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"372","BENI","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"373","BENI","24-01-2020",13,"expert 13 24-01-2020",0.1,">=20"
"374","BENI","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"375","BUNIA","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"376","BUNIA","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"377","BUNIA","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"378","BUNIA","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"379","BUNIA","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"380","BUNIA","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"381","BUNIA","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"382","BUNIA","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"383","BUNIA","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"384","BUNIA","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"385","BUNIA","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"386","BUTEMBO","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"387","BUTEMBO","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"388","BUTEMBO","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"389","BUTEMBO","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"390","BUTEMBO","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"391","BUTEMBO","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"392","BUTEMBO","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"393","BUTEMBO","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"394","BUTEMBO","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"395","BUTEMBO","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"396","BUTEMBO","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"397","GOMA","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"398","GOMA","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"399","GOMA","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"400","GOMA","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"401","GOMA","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"402","GOMA","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"403","GOMA","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"404","GOMA","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"405","GOMA","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"406","GOMA","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"407","GOMA","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"408","KALUNGUTA","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"409","KALUNGUTA","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"410","KALUNGUTA","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"411","KALUNGUTA","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"412","KALUNGUTA","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"413","KALUNGUTA","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"414","KALUNGUTA","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"415","KALUNGUTA","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"416","KALUNGUTA","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"417","KALUNGUTA","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"418","KALUNGUTA","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"419","KATWA","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"420","KATWA","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"421","KATWA","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"422","KATWA","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"423","KATWA","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"424","KATWA","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"425","KATWA","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"426","KATWA","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"427","KATWA","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"428","KATWA","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"429","KATWA","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"430","KAYNA","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"431","KAYNA","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"432","KAYNA","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"433","KAYNA","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"434","KAYNA","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"435","KAYNA","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"436","KAYNA","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"437","KAYNA","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"438","KAYNA","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"439","KAYNA","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"440","KAYNA","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"441","MABALAKO","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"442","MABALAKO","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"443","MABALAKO","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"444","MABALAKO","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"445","MABALAKO","17-01-2020",4,"expert 4 17-01-2020",0.05,">=20"
"446","MABALAKO","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"447","MABALAKO","21-01-2020",8,"expert 8 21-01-2020",0.15,">=20"
"448","MABALAKO","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"449","MABALAKO","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"450","MABALAKO","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"451","MABALAKO","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"452","MAMBASA","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"453","MAMBASA","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"454","MAMBASA","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"455","MAMBASA","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"456","MAMBASA","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"457","MAMBASA","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"458","MAMBASA","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"459","MAMBASA","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"460","MAMBASA","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"461","MAMBASA","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"462","MAMBASA","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"463","MANDIMA","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"464","MANDIMA","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"465","MANDIMA","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"466","MANDIMA","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"467","MANDIMA","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"468","MANDIMA","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"469","MANDIMA","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"470","MANDIMA","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"471","MANDIMA","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"472","MANDIMA","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"473","MANDIMA","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
"474","MUSIENENE","15-01-2020",3,"expert 3 15-01-2020",0,">=20"
"475","MUSIENENE","16-01-2020",2,"expert 2 16-01-2020",0,">=20"
"476","MUSIENENE","16-01-2020",12,"expert 12 16-01-2020",0,">=20"
"477","MUSIENENE","17-01-2020",1,"expert 1 17-01-2020",0,">=20"
"478","MUSIENENE","17-01-2020",4,"expert 4 17-01-2020",0,">=20"
"479","MUSIENENE","17-01-2020",5,"expert 5 17-01-2020",0,">=20"
"480","MUSIENENE","21-01-2020",8,"expert 8 21-01-2020",0,">=20"
"481","MUSIENENE","22-01-2020",9,"expert 9 22-01-2020",0,">=20"
"482","MUSIENENE","22-01-2020",11,"expert 11 22-01-2020",0,">=20"
"483","MUSIENENE","24-01-2020",13,"expert 13 24-01-2020",0,">=20"
"484","MUSIENENE","28-01-2020",14,"expert 14 28-01-2020",0,">=20"
