"","HZ","low_bin","high_bin","date","chips","expert","institution","last.in.field","experience.ide","p","chips.all.experts","p.all.experts","expert.date"
"603","NYANKUNDE",0,2,"25-10-2019",16,"12","LSHTM","<2 weeks ago",">5 years",0.8,46,0.766666666666667,"expert 12 25-10-2019"
"604","NYANKUNDE",10,12,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"605","NYANKUNDE",10,12,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"606","NYANKUNDE",10,12,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"607","NYANKUNDE",12,14,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"608","NYANKUNDE",12,14,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"609","NYANKUNDE",12,14,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"610","NYANKUNDE",14,16,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"611","NYANKUNDE",14,16,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"612","NYANKUNDE",14,16,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"613","NYANKUNDE",16,18,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"614","NYANKUNDE",16,18,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"615","NYANKUNDE",16,18,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"616","NYANKUNDE",18,20,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"617","NYANKUNDE",18,20,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"618","NYANKUNDE",18,20,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"619","NYANKUNDE",2,4,"25-10-2019",6,"15","LSHTM","<2 weeks ago","<5 years",0.3,10,0.166666666666667,"expert 15 25-10-2019"
"620","NYANKUNDE",2,4,"25-10-2019",3,"12","LSHTM","<2 weeks ago",">5 years",0.15,10,0.166666666666667,"expert 12 25-10-2019"
"621","NYANKUNDE",2,4,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,10,0.166666666666667,"expert 7 25-10-2019"
"622","NYANKUNDE",20,22,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"623","NYANKUNDE",20,22,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"624","NYANKUNDE",20,22,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"625","NYANKUNDE",22,24,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"626","NYANKUNDE",22,24,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"627","NYANKUNDE",22,24,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"628","NYANKUNDE",24,26,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"629","NYANKUNDE",24,26,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"630","NYANKUNDE",24,26,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"631","NYANKUNDE",26,28,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"632","NYANKUNDE",26,28,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"633","NYANKUNDE",26,28,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"634","NYANKUNDE",28,30,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"635","NYANKUNDE",28,30,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"636","NYANKUNDE",28,30,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"637","NYANKUNDE",30,32,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"638","NYANKUNDE",30,32,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"639","NYANKUNDE",30,32,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"640","NYANKUNDE",32,34,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"641","NYANKUNDE",32,34,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"642","NYANKUNDE",32,34,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"643","NYANKUNDE",34,36,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"644","NYANKUNDE",34,36,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"645","NYANKUNDE",34,36,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"646","NYANKUNDE",36,38,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"647","NYANKUNDE",36,38,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"648","NYANKUNDE",36,38,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"649","NYANKUNDE",38,40,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"650","NYANKUNDE",38,40,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"651","NYANKUNDE",38,40,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"652","NYANKUNDE",4,6,"25-10-2019",2,"15","LSHTM","<2 weeks ago","<5 years",0.1,3,0.05,"expert 15 25-10-2019"
"653","NYANKUNDE",4,6,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,3,0.05,"expert 12 25-10-2019"
"654","NYANKUNDE",4,6,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,3,0.05,"expert 7 25-10-2019"
"655","NYANKUNDE",40,42,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"656","NYANKUNDE",40,42,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"657","NYANKUNDE",40,42,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"658","NYANKUNDE",42,44,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"659","NYANKUNDE",42,44,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"660","NYANKUNDE",42,44,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"661","NYANKUNDE",44,46,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"662","NYANKUNDE",44,46,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"663","NYANKUNDE",44,46,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"664","NYANKUNDE",46,48,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"665","NYANKUNDE",46,48,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"666","NYANKUNDE",46,48,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"667","NYANKUNDE",48,50,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"668","NYANKUNDE",48,50,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"669","NYANKUNDE",48,50,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"670","NYANKUNDE",6,8,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,1,0.0166666666666667,"expert 15 25-10-2019"
"671","NYANKUNDE",6,8,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,1,0.0166666666666667,"expert 12 25-10-2019"
"672","NYANKUNDE",6,8,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,1,0.0166666666666667,"expert 7 25-10-2019"
"673","NYANKUNDE",8,10,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"674","NYANKUNDE",8,10,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"675","NYANKUNDE",8,10,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"676","OICHA",0,2,"25-10-2019",10,"15","LSHTM","<2 weeks ago","<5 years",0.5,37,0.616666666666667,"expert 15 25-10-2019"
"677","OICHA",0,2,"25-10-2019",12,"12","LSHTM","<2 weeks ago",">5 years",0.6,37,0.616666666666667,"expert 12 25-10-2019"
"678","OICHA",0,2,"25-10-2019",15,"7","LSHTM","<2 weeks ago","<5 years",0.75,37,0.616666666666667,"expert 7 25-10-2019"
"679","OICHA",10,12,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"680","OICHA",10,12,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"681","OICHA",10,12,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"682","OICHA",12,14,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"683","OICHA",12,14,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"684","OICHA",12,14,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"685","OICHA",14,16,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"686","OICHA",14,16,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"687","OICHA",14,16,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"688","OICHA",16,18,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"689","OICHA",16,18,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"690","OICHA",16,18,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"691","OICHA",18,20,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"692","OICHA",18,20,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"693","OICHA",18,20,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"694","OICHA",2,4,"25-10-2019",4,"12","LSHTM","<2 weeks ago",">5 years",0.2,13,0.216666666666667,"expert 12 25-10-2019"
"695","OICHA",2,4,"25-10-2019",3,"7","LSHTM","<2 weeks ago","<5 years",0.15,13,0.216666666666667,"expert 7 25-10-2019"
"696","OICHA",2,4,"25-10-2019",6,"15","LSHTM","<2 weeks ago","<5 years",0.3,13,0.216666666666667,"expert 15 25-10-2019"
"697","OICHA",20,22,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"698","OICHA",20,22,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"699","OICHA",20,22,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"700","OICHA",22,24,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"701","OICHA",22,24,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"702","OICHA",22,24,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"703","OICHA",24,26,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"704","OICHA",24,26,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"705","OICHA",24,26,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"706","OICHA",26,28,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"707","OICHA",26,28,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"708","OICHA",26,28,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"709","OICHA",28,30,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"710","OICHA",28,30,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"711","OICHA",28,30,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"712","OICHA",30,32,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"713","OICHA",30,32,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"714","OICHA",30,32,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"715","OICHA",32,34,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"716","OICHA",32,34,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"717","OICHA",32,34,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"718","OICHA",34,36,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"719","OICHA",34,36,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"720","OICHA",34,36,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"721","OICHA",36,38,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"722","OICHA",36,38,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"723","OICHA",36,38,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"724","OICHA",38,40,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"725","OICHA",38,40,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"726","OICHA",38,40,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"727","OICHA",4,6,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,5,0.0833333333333333,"expert 7 25-10-2019"
"728","OICHA",4,6,"25-10-2019",2,"15","LSHTM","<2 weeks ago","<5 years",0.1,5,0.0833333333333333,"expert 15 25-10-2019"
"729","OICHA",4,6,"25-10-2019",2,"12","LSHTM","<2 weeks ago",">5 years",0.1,5,0.0833333333333333,"expert 12 25-10-2019"
"730","OICHA",40,42,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"731","OICHA",40,42,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"732","OICHA",40,42,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"733","OICHA",42,44,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"734","OICHA",42,44,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"735","OICHA",42,44,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"736","OICHA",44,46,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"737","OICHA",44,46,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"738","OICHA",44,46,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"739","OICHA",46,48,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"740","OICHA",46,48,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"741","OICHA",46,48,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"742","OICHA",48,50,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 25-10-2019"
"743","OICHA",48,50,"25-10-2019",0,"15","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 15 25-10-2019"
"744","OICHA",48,50,"25-10-2019",0,"12","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 12 25-10-2019"
"745","OICHA",6,8,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,3,0.05,"expert 15 25-10-2019"
"746","OICHA",6,8,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,3,0.05,"expert 12 25-10-2019"
"747","OICHA",6,8,"25-10-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,3,0.05,"expert 7 25-10-2019"
"748","OICHA",8,10,"25-10-2019",1,"15","LSHTM","<2 weeks ago","<5 years",0.05,2,0.0333333333333333,"expert 15 25-10-2019"
"749","OICHA",8,10,"25-10-2019",1,"12","LSHTM","<2 weeks ago",">5 years",0.05,2,0.0333333333333333,"expert 12 25-10-2019"
"750","OICHA",8,10,"25-10-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,2,0.0333333333333333,"expert 7 25-10-2019"
